REPORT_YEAR,COUNT_,COUNT_CLEARED
2022,1,0
2022,1,0
2023,1,0
2023,3,0
2022,5,0
2020,29,0
2022,2,0
2021,2,0
2020,3,0
2022,4,0
2020,1,0
2023,2,0
2023,1,0
2020,3,0
2022,1,0
2023,4,0
2022,6,0
2022,3,0
2022,1,0
2020,12,0
2020,2,0
2023,2,0
2022,2,0
2021,14,0
2020,1,0
2021,1,0
2023,2,0
2022,1,0
2020,1,0
2023,4,0
2022,3,0
2021,6,0
2021,2,0
2023,3,0
2021,1,0
2022,1,0
2020,1,0
2020,7,0
2023,10,0
2020,1,0
2021,1,0
2023,1,0
2023,3,0
2021,10,0
2021,1,0
2020,20,0
2023,4,0
2023,6,0
2022,17,0
2022,1,0
2023,23,0
2023,10,0
2023,4,0
2020,1,0
2022,8,0
2020,3,0
2021,23,0
2022,4,0
2021,1,0
2022,1,0
2021,2,0
2023,2,0
2020,1,0
2020,2,0
2022,2,0
2020,1,0
2021,1,0
2021,1,0
2021,1,0
2023,1,0
2021,4,0
2020,43,0
2020,4,0
2023,8,0
2021,1,0
2020,1,0
2021,2,0
2023,5,0
2020,6,0
2022,1,0
2021,5,0
2022,2,0
2021,3,0
2022,1,0
2023,15,0
2021,7,0
2021,1,0
2023,1,0
2020,5,0
2022,5,0
2020,1,0
2021,2,0
2023,1,0
2023,3,0
2022,6,0
2022,29,0
2020,5,0
2022,2,0
2020,3,0
2021,1,0
2021,1,0
2021,1,0
2023,7,0
2020,1,0
2023,11,0
2022,2,0
2022,2,0
2023,1,0
2022,1,0
2020,4,0
2020,5,0
2021,2,0
2020,2,0
2023,21,0
2020,12,0
2022,1,0
2021,44,0
2021,1,0
2023,1,0
2023,1,0
2022,28,0
2021,1,0
2020,1,0
2021,5,0
2023,1,0
2022,1,0
2022,1,0
2023,46,0
2021,1,0
2023,4,0
2023,10,0
2023,1,0
2022,1,0
2023,2,0
2022,1,0
2023,2,0
2022,3,0
2023,4,0
2023,8,0
2020,1,0
2023,1,0
2020,2,0
2021,2,0
2023,15,0
2021,1,0
2022,5,0
2021,1,0
2021,1,0
2022,1,0
2023,5,0
2021,2,0
2020,1,0
2021,2,0
2022,3,0
2022,1,0
2023,3,0
2021,1,0
2023,2,0
2022,2,0
2020,1,0
2021,5,0
2021,1,0
2021,6,0
2023,3,0
2023,8,0
2021,1,0
2023,1,0
2020,3,0
2020,1,0
2021,1,0
2022,1,0
2022,1,0
2021,1,0
2021,1,0
2023,1,0
2023,1,0
2020,5,0
2023,14,0
2021,9,0
2023,2,0
2021,6,0
2022,6,0
2023,12,0
2020,2,0
2020,13,0
2022,4,0
2020,2,0
2022,11,0
2020,9,0
2022,2,0
2023,14,0
2020,9,0
2022,5,0
2023,1,0
2022,2,0
2022,1,0
2020,1,0
2020,3,0
2020,1,0
2021,2,0
2020,2,0
2023,3,0
2020,3,0
2021,39,0
2023,1,0
2023,1,0
2022,2,0
2021,1,0
2021,1,0
2021,14,0
2021,2,0
2023,5,0
2021,27,0
2022,17,0
2023,8,0
2021,1,0
2020,1,0
2023,1,0
2022,1,0
2021,2,0
2023,1,0
2020,9,0
2022,2,0
2020,5,0
2021,1,0
2021,62,0
2022,26,0
2023,1,0
2023,3,0
2021,6,0
2022,1,0
2022,3,0
2023,3,0
2020,1,0
2021,2,0
2022,2,0
2022,4,0
2020,1,0
2023,1,0
2020,1,0
2021,3,0
2023,63,0
2021,1,0
2021,2,0
2022,1,0
2021,5,0
2020,1,0
2021,1,0
2021,5,0
2022,4,0
2020,1,0
2021,2,0
2020,4,0
2023,1,0
2022,18,0
2020,2,0
2022,2,0
2021,1,0
2021,10,0
2021,22,0
2020,1,0
2021,10,2
2022,1,0
2021,8,0
2022,97,56
2020,1,0
2020,1,0
2021,15,0
2020,7,0
2020,1,0
2023,1,0
2020,16,0
2021,1,0
2021,1,0
2022,4,0
2022,13,0
2023,6,0
2021,1,0
2020,7,0
2020,2,0
2020,1,0
2020,2,0
2023,3,0
2022,1,0
2021,1,0
2022,7,0
2022,2,0
2021,1,0
2020,4,0
2021,2,0
2020,15,6
2021,42,0
2021,1,0
2021,3,0
2021,1,0
2020,5,0
2020,2,0
2021,5,0
2023,3,0
2020,1,0
2023,3,0
2021,8,0
2022,4,0
2022,6,3
2022,1,0
2023,1,0
2023,39,29
2020,3,3
2023,107,22
2021,1,1
2023,42,13
2023,3,3
2023,3,3
2022,11,7
2020,10,6
2021,2,1
2022,78,20
2023,9,1
2022,29,0
2023,2,0
2020,1,0
2023,2,0
2023,2,0
2022,4,0
2023,3,0
2021,5,0
2020,4,0
2022,1,0
2020,1,0
2022,51,0
2021,1,0
2022,3,0
2023,1,0
2023,5,0
2020,21,0
2022,7,0
2021,7,0
2023,1,0
2021,8,0
2022,3,0
2022,6,0
2021,2,0
2022,1,0
2020,4,0
2021,5,0
2020,1,0
2023,5,0
2020,1,0
2021,1,0
2020,16,0
2023,1,0
2020,5,0
2023,2,0
2022,2,0
2023,24,0
2020,8,0
2022,55,0
2021,3,0
2022,1,0
2020,4,0
2022,6,0
2020,4,0
2023,1,0
2023,44,0
2022,1,0
2022,1,0
2023,2,0
2020,1,0
2021,2,0
2022,13,0
2022,3,0
2020,9,0
2021,4,0
2023,15,0
2020,5,0
2022,16,0
2023,8,0
2023,1,0
2020,3,0
2023,16,0
2021,1,0
2021,7,0
2020,1,0
2023,3,0
2021,1,0
2021,1,0
2020,7,0
2022,9,0
2021,20,0
2020,1,0
2021,1,0
2023,7,4
2020,17,11
2020,10,7
2020,5,1
2023,3,2
2020,10,7
2020,2,1
2022,6,4
2022,2,1
2022,23,1
2022,64,17
2022,6,3
2022,62,50
2022,42,3
2020,36,4
2023,1,1
2021,3,1
2023,17,5
2021,23,16
2020,8,8
2020,20,13
2022,130,13
2022,4,1
2021,188,22
2020,35,13
2021,9,1
2021,1,1
2022,91,51
2023,5,1
2020,176,21
2022,2,2
2022,10,10
2023,14,8
2022,12,4
2023,15,9
2020,2,2
2020,17,17
2020,7,7
2020,74,9
2021,2,2
2023,73,2
2022,61,4
2020,9,9
2020,40,5
2022,100,53
2020,4,4
2021,40,10
2021,14,10
2020,16,9
2022,3,2
2023,14,2
2023,12,11
2023,3,3
2022,16,15
2022,77,5
2023,6,1
2022,6,4
2023,3,3
2023,49,43
2020,6,2
2023,10,4
2020,60,21
2023,7,1
2023,2,1
2021,24,16
2023,8,8
2022,9,2
2023,55,1
2021,16,14
2021,6,6
2022,69,40
2023,13,10
2021,11,6
2022,1,1
2020,24,1
2020,12,2
2020,6,2
2020,193,12
2021,92,17
2021,4,4
2020,15,11
2022,44,2
2021,31,7
2021,34,2
2021,96,28
2023,2,1
2023,40,34
2021,21,6
2020,21,4
2020,3,1
2023,3,1
2023,241,169
2023,62,14
2023,198,13
2021,619,124
2022,34,30
2022,330,16
2022,107,3
2021,41,5
2021,106,32
2020,24,6
2022,12,9
2021,1,1
2021,1,1
2021,6,5
2020,90,78
2023,7,1
2020,4,3
2020,8,1
2021,11,11
2021,17,11
2022,16,13
2023,206,69
2023,34,27
2023,4,1
2020,10,3
2020,6,3
2022,36,25
2021,4,4
2020,56,6
2021,4,1
2021,242,28
2020,2,2
2020,9,8
2021,2,1
2020,43,10
2021,8,1
2020,109,77
2021,4,1
2021,29,23
2023,142,46
2023,10,5
2021,58,49
2020,50,1
2022,10,2
2023,76,54
2021,36,30
2023,404,40
2020,3,1
2023,23,22
2020,42,3
2023,66,1
2020,9,1
2022,248,36
2021,42,7
2021,4,2
2021,12,11
2022,7,6
2021,24,10
2023,8,5
2023,1,1
2022,4,1
2021,17,8
2021,1,1
2023,60,9
2022,10,4
2020,1,1
2022,8,4
2022,1,1
2021,3,2
2021,289,184
2022,4,1
2020,2,1
2023,5,3
2021,7,7
2020,1,1
2023,14,10
2020,20,15
2020,22,1
2022,21,17
2023,20,20
2020,8,5
2020,5,2
2020,11,6
2020,80,9
2022,7,3
2021,23,6
2020,9,2
2023,7,2
2023,16,12
2023,99,2
2021,1,1
2020,1,1
2023,267,182
2021,6,5
2022,10,10
2023,8,1
2021,8,4
2020,26,4
2020,229,13
2020,10,8
2022,265,25
2023,7,6
2023,12,7
2023,15,9
2022,37,23
2021,107,2
2023,332,42
2021,127,70
2020,13,12
2021,19,7
2023,6,4
2021,31,7
2022,117,29
2023,32,2
2022,19,6
2020,4,3
2023,35,15
2022,4,3
2023,62,4
2022,2,1
2020,11,1
2022,2,1
2022,4,1
2023,15,9
2022,1,1
2023,148,31
2023,21,16
2023,22,17
2022,144,7
2022,28,3
2021,1,1
2022,2,2
2023,5,1
2020,5,4
2023,30,2
2021,351,108
2022,17,11
2022,1,1
2023,13,11
2020,101,8
2022,11,7
2020,5,1
2022,1,1
2021,9,9
2020,95,60
2023,302,268
2020,172,15
2020,32,9
2023,11,1
2023,2,1
2023,18,11
2022,4,2
2020,11,11
2021,31,2
2020,32,18
2021,46,35
2021,47,43
2020,54,17
2021,5,3
2021,2,1
2023,3,1
2022,33,1
2020,114,8
2023,52,34
2020,13,12
2023,20,12
2022,2,1
2023,45,2
2020,35,23
2022,19,9
2023,880,100
2020,5,5
2023,2,1
2023,1,1
2021,4,2
2021,59,12
2021,9,8
2021,1,1
2020,122,14
2022,2,2
2023,8,7
2023,17,13
2023,8,7
2020,1,1
2022,10,3
2021,67,53
2020,2,1
2021,11,8
2022,3,3
2021,14,6
2020,4,1
2022,2,2
2021,7,5
2020,10,4
2021,247,24
2020,19,16
2021,87,52
2023,62,22
2022,164,26
2022,85,5
2021,3,3
2022,22,1
2020,2,2
2020,73,5
2023,15,8
2021,116,6
2022,115,59
2022,8,4
2022,16,9
2020,7,3
2022,6,5
2023,134,13
2023,18,10
2022,47,42
2023,78,5
2023,4,4
2023,38,26
2023,66,41
2021,10,8
2021,71,60
2020,6,1
2020,3,2
2022,6,1
2022,37,19
2023,7,6
2022,400,46
2023,51,27
2021,6,3
2022,27,26
2023,2,2
2020,23,9
2022,3,2
2021,6,1
2023,4,1
2023,40,1
2023,1,1
2022,98,9
2022,11,2
2023,4,4
2023,5,1
2023,3,1
2022,51,5
2023,11,10
2020,35,11
2023,142,13
2022,31,27
2020,13,4
2021,14,9
2023,26,24
2023,416,45
2021,7,3
2020,6,5
2022,12,3
2022,24,7
2023,9,5
2021,4,3
2020,41,12
2022,12,9
2023,12,10
2021,80,9
2023,11,4
2023,83,74
2021,27,19
2023,250,41
2021,15,1
2020,11,3
2020,53,36
2021,11,9
2023,52,16
2023,33,11
2020,13,4
2020,77,38
2022,11,5
2022,35,22
2021,23,6
2022,16,15
2023,581,500
2021,14,12
2023,251,48
2020,4,1
2023,37,1
2022,35,16
2021,88,46
2021,10,8
2020,10,6
2023,8,3
2022,20,10
2023,12,4
2023,14,1
2023,18,4
2023,4,1
2023,4,2
2021,5,5
2023,14,5
2022,37,33
2023,4,3
2020,5,2
2022,98,5
2021,2,2
2021,415,390
2023,88,18
2023,12,9
2021,8,2
2021,10,7
2020,55,30
2021,5,5
2022,1,1
2020,35,2
2020,61,13
2022,7,2
2020,19,17
2020,30,27
2023,95,56
2022,7,2
2023,14,8
2020,7,2
2023,4,2
2020,2,2
2023,52,4
2022,17,1
2021,26,17
2020,101,14
2021,1,1
2023,90,6
2022,54,5
2020,16,6
2023,5,3
2023,75,19
2022,3,1
2022,22,10
2023,105,2
2023,1,1
2020,7,2
2021,31,2
2023,7,1
2022,24,22
2022,109,11
2022,44,33
2022,31,12
2020,8,1
2021,8,7
2022,2,1
2023,15,6
2020,11,1
2020,7,4
2023,1,1
2022,12,9
2020,14,5
2021,12,4
2022,11,10
2021,40,39
2023,67,65
2023,7,5
2020,3,1
2022,35,19
2022,47,1
2021,6,5
2020,7,7
2022,1,1
2021,51,28
2022,5,1
2021,23,15
2021,8,5
2022,164,20
2021,59,13
2020,5,1
2022,13,2
2020,12,5
2022,6,6
2023,38,14
2020,53,48
2020,12,3
2020,71,19
2023,12,1
2023,313,60
2021,19,3
2020,29,27
2023,56,2
2023,25,16
2022,3,2
2023,792,72
2022,5,5
2021,16,7
2023,8,3
2023,212,26
2021,185,99
2021,4,1
2022,60,24
2021,5,1
2021,1,1
2021,14,13
2021,98,17
2020,4,4
2022,28,5
2022,8,8
2022,14,11
2020,38,34
2020,60,35
2022,9,7
2021,4,1
2022,104,83
2021,9,7
2020,70,14
2023,7,2
2023,1,1
2023,43,1
2022,15,3
2021,14,1
2023,19,1
2021,23,18
2021,288,34
2022,21,14
2020,4,4
2023,2,1
2020,8,4
2021,90,3
2020,1,1
2022,17,16
2020,18,5
2021,25,13
2021,3,1
2020,1,1
2023,23,14
2020,12,3
2023,8,3
2022,2,2
2020,7,2
2023,9,1
2021,18,12
2022,66,54
2023,2,1
2022,1,1
2021,30,22
2022,110,71
2022,4,2
2021,52,39
2022,2,1
2021,8,6
2021,214,142
2020,1,1
2021,17,12
2023,167,6
2023,13,9
2023,67,54
2021,2,1
2023,11,11
2021,319,296
2020,88,8
2021,2,1
2021,20,4
2022,12,10
2021,5,5
2023,5,1
2021,3,2
2021,4,4
2021,52,48
2023,9,3
2022,19,3
2021,22,15
2021,32,4
2020,10,7
2020,38,4
2020,4,3
2022,1,1
2020,55,5
2020,10,6
2023,8,6
2023,795,63
2020,100,84
2022,10,3
2023,75,69
2020,42,5
2021,7,6
2022,5,4
2022,11,6
2023,170,29
2023,517,349
2020,76,7
2023,6,3
2023,10,7
2022,11,10
2021,1,1
2021,2,2
2020,4,2
2020,1,1
2021,29,14
2022,43,2
2023,14,3
2021,8,5
2021,16,1
2023,128,34
2020,9,5
2022,5,4
2022,77,44
2021,4,1
2023,3,2
2022,17,13
2021,2,1
2020,11,7
2021,2,2
2023,4,3
2022,116,74
2022,7,6
2020,56,17
2023,50,2
2021,4,3
2022,96,2
2023,7,1
2023,8,3
2023,2,1
2021,45,32
2023,4,1
2022,363,23
2020,2,2
2022,2,1
2023,4,1
2023,120,92
2020,6,3
2021,9,3
2022,62,5
2022,61,39
2021,10,7
2020,594,222
2023,160,106
2022,25,24
2020,84,30
2021,9,4
2020,8,3
2020,26,26
2023,17,14
2021,14,12
2023,49,1
2022,6,4
2022,41,1
2020,3,2
2022,13,12
2022,10,4
2020,7,1
2023,21,8
2023,1,1
2022,9,1
2022,23,6
2022,13,10
2022,26,12
2021,15,2
2021,4,3
2020,3,3
2021,32,25
2022,6,4
2022,6,6
2021,8,1
2023,8,8
2020,21,3
2023,8,1
2021,5,1
2023,7,2
2023,14,3
2022,48,27
2020,1,1
2020,43,15
2023,37,4
2020,6,6
2021,4,1
2020,55,2
2021,5,1
2023,17,17
2022,265,59
2023,17,2
2021,9,2
2020,26,1
2020,22,14
2021,7,2
2023,72,6
2023,84,7
2021,54,13
2022,85,7
2022,65,43
2021,12,1
2021,22,14
2020,2,2
2023,151,12
2023,9,7
2022,9,9
2021,13,5
2021,2,2
2020,69,3
2021,15,13
2020,243,109
2021,60,15
2022,9,6
2023,1,1
2021,16,6
2020,2,2
2022,1,1
2022,9,1
2021,7,4
2022,3,3
2022,30,28
2023,27,7
2021,3,1
2023,10,7
2023,2,2
2023,47,8
2023,7,1
2021,10,5
2022,15,15
2021,7,2
2020,42,2
2022,52,15
2021,13,10
2021,1,1
2020,24,6
2023,25,7
2023,115,75
2023,21,7
2021,318,43
2021,1,1
2023,30,2
2020,18,16
2020,1,1
2020,2,1
2023,5,3
2021,3,2
2023,41,22
2020,52,46
2023,5,1
2022,5,4
2023,516,28
2021,44,2
2021,22,1
2020,15,15
2022,16,12
2020,3,1
2022,12,1
2021,20,13
2020,3,1
2022,44,4
2023,194,58
2022,10,3
2023,8,2
2021,19,2
2021,4,3
2022,7,4
2021,9,8
2021,22,5
2022,3,3
2020,7,7
2021,9,8
2023,37,24
2020,1,1
2020,11,6
2023,77,5
2023,22,1
2023,26,24
2021,16,8
2022,41,3
2020,10,5
2022,8,5
2023,15,13
2020,23,6
2022,119,97
2023,11,6
2023,115,58
2021,60,14
2021,1,1
2022,78,3
2021,12,9
2021,5,2
2022,19,14
2020,10,1
2020,126,84
2023,10,3
2023,12,4
2021,4,2
2020,111,76
2022,81,4
2021,77,4
2023,9,1
2023,3,3
2021,3,2
2020,7,3
2020,11,9
2020,2,2
2021,300,53
2021,362,69
2020,43,8
2021,255,116
2020,57,11
2020,9,9
2021,16,5
2023,84,1
2020,8,8
2020,10,3
2023,1895,299
2023,73,4
2021,1,1
2022,30,1
2020,1,1
2022,11,4
2022,3,3
2021,20,14
2022,17,11
2020,2,2
2023,50,1
2023,120,3
2022,22,11
2020,3,1
2020,47,5
2023,10,9
2022,4,3
2022,9,4
2021,7,3
2023,6,3
2022,35,28
2021,17,9
2022,8,4
2022,31,2
2022,4,2
2022,6,5
2022,25,20
2020,18,9
2022,1,1
2023,82,48
2020,18,16
2021,1,1
2023,7,4
2021,1,1
2023,101,19
2020,64,34
2021,1,1
2022,139,90
2022,19,15
2020,10,6
2021,1,1
2023,11,4
2023,120,12
2021,8,7
2022,95,72
2022,23,9
2022,16,3
2022,7,7
2023,2,1
2021,15,5
2020,4,1
2023,18,9
2023,34,1
2022,5,4
2020,11,11
2023,47,20
2021,1,1
2020,63,18
2020,13,6
2021,35,30
2021,9,1
2023,21,13
2020,58,8
2021,11,4
2023,9,3
2021,23,13
2021,5,5
2023,2,2
2021,1,1
2020,8,7
2023,4,2
2021,87,22
2020,20,13
2022,6,4
2023,21,12
2022,3,3
2021,3,1
2020,2,2
2020,70,12
2020,21,6
2021,3,2
2022,6,3
2020,16,5
2021,15,14
2022,14,11
2020,16,4
2023,55,6
2020,15,8
2023,12,4
2020,29,9
2022,36,5
2022,11,1
2023,105,66
2023,25,6
2022,13,7
2023,312,81
2021,1,1
2023,2,2
2020,9,6
2023,12,1
2022,1,1
2020,32,1
2023,20,1
2021,18,1
2021,102,60
2021,7,3
2020,10,1
2022,36,18
2021,23,10
2020,2,2
2020,7,7
2023,426,135
2020,1,1
2021,79,17
2022,5,1
2023,69,44
2022,98,7
2023,6,3
2021,2,2
2021,33,2
2023,3,1
2020,10,6
2022,69,1
2021,6,2
2020,469,162
2023,7,6
2023,5,4
2020,5,1
2022,19,15
2021,29,17
2022,2,1
2023,4,1
2022,44,7
2020,67,12
2021,117,10
2021,2,2
2020,5,1
2020,12,3
2021,2,1
2021,32,13
2020,1,1
2020,99,12
2020,3,2
2021,77,54
2023,23,19
2020,1,1
2021,58,40
2020,1,1
2020,13,3
2020,50,49
2021,2,2
2023,538,66
2020,4,1
2022,8,6
2020,1,1
2022,4,4
2022,3,1
2020,1,1
2022,70,4
2020,77,14
2021,17,7
2021,70,22
2022,10,6
2020,2,2
2022,12,5
2023,40,5
2021,8,7
2022,46,7
2021,6,1
2023,98,89
2023,38,19
2022,10,10
2023,10,3
2023,137,13
2020,14,5
2022,3,1
2021,32,2
2023,154,143
2020,26,8
2020,9,9
2023,29,13
2020,19,1
2020,2,1
2023,3,1
2022,11,3
2023,22,14
2022,13,10
2022,50,22
2021,3,3
2021,111,17
2022,4,2
2023,94,20
2021,152,89
2021,5,5
2022,63,20
2022,255,17
2020,1,1
2022,21,5
2020,10,1
2020,26,6
2022,13,9
2020,214,64
2021,3,2
2022,12,12
2021,5,5
2021,19,11
2021,3,3
2020,3,2
2020,179,20
2022,5,2
2022,13,4
2020,40,16
2022,9,7
2021,12,1
2021,6,1
2022,117,10
2021,24,1
2020,12,8
2020,58,5
2022,12,9
2022,16,3
2022,4,4
2023,13,6
2020,46,26
2023,88,17
2022,31,4
2022,10,3
2021,7,2
2023,88,1
2022,44,2
2021,2,1
2022,3,1
2021,77,44
2022,321,265
2021,131,107
2021,176,34
2023,2,2
2023,22,8
2022,1,1
2021,2,2
2023,112,7
2023,48,14
2023,4,1
2021,108,2
2020,6,4
2020,13,5
2020,17,15
2023,26,20
2020,24,1
2023,554,112
2022,2,1
2022,4,4
2021,164,51
2022,35,7
2021,3,2
2020,7,5
2020,1,1
2023,64,22
2021,5,2
2021,20,10
2023,4,2
2022,2,1
2023,5,2
2022,4,1
2022,8,5
2023,15,9
2022,1,1
2022,15,7
2022,109,6
2022,18,4
2020,7,5
2022,1330,218
2023,12,9
2022,19,8
2020,132,14
2022,87,13
2021,5,1
2020,36,4
2021,9,2
2023,333,225
2020,14,4
2021,26,22
2023,92,3
2023,11,1
2021,28,3
2022,12,2
2021,109,67
2022,12,8
2020,6,1
2023,20,8
2022,2,1
2023,77,4
2022,15,12
2020,6,3
2023,5,4
2022,43,11
2020,50,12
2023,208,41
2023,3,2
2020,112,54
2020,2,1
2023,2,2
2023,138,107
2023,4,3
2023,36,17
2020,10,3
2023,60,3
2022,8,7
2021,1,1
2022,17,17
2022,9,3
2022,6,2
2022,14,1
2020,25,4
2021,8,8
2020,5,2
2020,3,1
2023,238,56
2020,1,1
2022,84,61
2020,69,19
2020,7,5
2021,51,9
2023,96,6
2021,10,2
2021,37,18
2023,835,26
2021,6,4
2020,23,15
2023,2,2
2023,3,3
2023,4,2
2022,11,1
2023,12,8
2023,4,1
2023,22,9
2023,92,14
2022,16,9
2022,53,26
2021,15,14
2023,245,52
2023,70,15
2020,31,3
2022,1,1
2022,1,1
2020,18,4
2023,494,324
2020,9,9
2020,82,46
2021,27,15
2021,44,2
2022,16,12
2020,3,1
2021,4,3
2022,27,15
2022,1,1
2022,26,4
2021,340,49
2021,161,61
2022,265,33
2023,176,35
2023,10,2
2021,377,46
2023,16,16
2020,49,10
2022,73,42
2023,50,41
2020,5,2
2021,17,17
2023,9,1
2021,17,1
2022,77,53
2020,66,39
2021,12,3
2022,32,1
2022,5,2
2021,11,3
2021,9,1
2022,5,3
2021,6,2
2022,117,3
2023,4,1
2021,2,2
2020,1,1
2021,26,9
2020,1,1
2022,7,4
2021,94,31
2021,12,7
2022,29,16
2020,157,52
2021,49,43
2020,286,25
2020,7,7
2022,6,4
2023,24,23
2022,41,3
2021,233,49
2022,2,2
2020,17,9
2022,174,27
2022,27,7
2020,1,1
2022,11,3
2022,28,17
2021,4,4
2021,3,2
2021,86,79
2020,3,3
2023,381,25
2020,308,61
2022,57,1
2021,3,1
2023,57,24
2021,4,1
2021,1,1
2021,142,82
2022,226,44
2022,1,1
2020,13,11
2021,31,3
2022,1,1
2020,21,19
2020,39,1
2022,4,1
2020,199,11
2020,14,4
2021,12,7
2021,10,9
2022,8,4
2023,58,10
2023,275,42
2023,116,80
2021,26,9
2022,1939,460
2023,1,1
2020,1,1
2022,5,1
2020,8,4
2020,15,4
2020,84,72
2020,4,1
2020,146,20
2023,32,27
2022,34,16
2020,10,1
2022,7,5
2020,11,9
2023,27,2
2020,24,22
2020,4,1
2021,14,12
2021,2,1
2022,22,12
2021,2,1
2022,9,1
2021,65,13
2020,12,11
2021,11,9
2020,13,10
2021,17,1
2023,1,1
2020,7,7
2023,263,159
2021,3,3
2020,7,2
2021,53,31
2022,2,1
2023,12,5
2023,12,11
2020,29,18
2021,95,7
2022,4,3
2020,23,16
2023,162,126
2020,6,5
2021,16,6
2022,39,7
2022,33,6
2020,1,1
2021,37,30
2023,31,9
2023,6,4
2021,74,47
2022,39,18
2020,8,8
2020,7,1
2020,1,1
2020,19,16
2022,49,40
2022,14,6
2020,14,2
2021,1,1
2020,19,5
2020,4,2
2022,6,6
2023,11,2
2020,23,1
2020,13,2
2020,28,10
2020,3,3
2023,232,119
2020,10,2
2022,1,1
2023,3,2
2020,102,23
2022,37,6
2020,2,1
2023,7,1
2021,4,4
2020,11,1
2023,26,9
2021,1,1
2020,188,30
2022,4,4
2023,82,4
2021,15,11
2020,15,4
2021,22,9
2021,51,1
2023,40,4
2021,21,3
2021,82,53
2020,3,3
2021,4,4
2020,12,1
2020,3,3
2023,4,3
2021,4,2
2022,68,18
2020,5,2
2020,2,1
2021,26,22
2021,26,1
2020,13,12
2021,21,14
2023,82,6
2022,109,14
2021,53,2
2022,8,3
2021,15,12
2021,76,17
2021,118,9
2022,2,2
2021,5,3
2021,1,1
2023,28,18
2020,29,15
2022,39,27
2023,1,1
2020,73,19
2023,23,23
2023,5,5
2022,44,16
2021,85,68
2022,3,1
2023,244,163
2022,7,3
2020,15,14
2022,17,10
2023,29,19
2022,8,2
2021,1,1
2021,305,38
2022,9,3
2021,6,2
2020,4,1
2022,73,4
2020,10,1
2023,15,6
2023,131,3
2022,30,2
2021,1,1
2023,14,6
2022,112,71
2021,7,6
2022,14,7
2023,5,1
2022,150,11
2021,4,1
2020,15,7
2023,505,34
2022,12,12
2021,13,4
2021,5,2
2020,2,2
2020,94,87
2022,3,1
2022,4,3
2023,5,3
2020,2,1
2020,2,2
2021,251,163
2021,75,14
2021,12,4
2022,107,55
2022,2,1
2020,6,2
2021,1,1
2021,6,1
2020,15,9
2020,18,10
2022,65,25
2023,5,1
2022,3,2
2023,810,156
2023,197,112
2020,151,34
2020,5,1
2022,155,6
2021,5,1
2021,1074,141
2020,20,7
2020,227,176
2023,20,14
2021,9,1
2023,10,4
2022,20,7
2020,24,2
2020,14,8
2023,7,1
2022,1,1
2023,6,4
2020,2,2
2021,29,11
2022,19,6
2021,14,12
2022,10,2
2021,118,11
2021,34,2
2022,53,3
2022,79,49
2022,6,1
2023,2,2
2020,7,5
2022,3,3
2023,32,9
2020,28,19
2021,1,1
2022,4,3
2021,17,2
2021,20,14
2020,35,6
2020,7,4
2023,17,9
2021,5,2
2022,1,1
2023,19,18
2020,1,1
2022,14,7
2020,11,9
2020,4,2
2020,8,5
2020,39,5
2021,13,4
2020,4,4
2021,1,1
2023,4,1
2021,14,10
2020,86,6
2020,10,1
2020,4,1
2023,1,1
2022,21,4
2020,5,4
2020,238,29
2023,58,57
2021,159,49
2022,8,5
2023,1,1
2021,2,1
2020,9,7
2023,6,2
2022,1,1
2021,13,11
2022,85,2
2022,10,7
2021,6,1
2022,4,2
2021,2,2
2020,110,8
2022,13,10
2021,5,2
2023,50,39
2020,38,29
2021,76,44
2022,8,1
2021,25,10
2021,1,1
2023,3,1
2021,51,39
2023,1,1
2021,12,3
2020,11,11
2020,1,1
2020,11,3
2023,44,1
2020,47,2
2022,7,7
2020,6,1
2023,10,8
2021,9,2
2020,120,31
2020,13,12
2021,83,2
2020,2,1
2022,20,3
2023,2,1
2021,8,1
2021,4,2
2021,26,2
2021,8,7
2022,6,5
2022,65,57
2023,39,15
2021,22,17
2023,6,2
2023,119,7
2022,14,14
2020,7,7
2022,2,1
2023,12,4
2023,9,8
2022,19,3
2020,4,4
2021,64,20
2020,38,2
2022,14,3
2021,5,2
2021,20,15
2021,4,1
2022,35,8
2022,32,5
2022,67,6
2023,13,13
2022,143,89
2022,35,25
2020,1,1
2021,16,5
2020,28,22
2022,22,17
2023,161,44
2020,13,9
2021,6,2
2023,117,20
2023,47,10
2021,4,1
2023,48,38
2021,12,11
2020,17,7
2020,7,3
2022,32,22
2020,4,2
2020,13,5
2020,24,8
2021,8,5
2021,71,3
2020,55,38
2022,3,3
2020,5,1
2022,385,69
2021,223,27
2020,9,3
2020,15,4
2023,10,4
2020,11,9
2020,16,14
2021,54,48
2022,44,1
2023,747,49
2021,4,1
2021,3,1
2021,151,124
2022,16,1
2020,7,1
2022,38,23
2022,166,26
2021,1,1
2022,9,2
2022,1,1
2023,7,3
2020,13,9
2021,6,1
2022,2,2
2021,3,2
2020,42,3
2020,6,3
2022,383,149
2020,20,5
2023,4,3
2022,44,6
2022,69,8
2021,13,4
2022,24,11
2022,6,2
2021,13,10
2021,5,4
2021,338,12
2021,2,2
2022,78,46
2020,1,1
2020,3,1
2022,149,28
2023,9,4
2023,19,9
2023,49,33
2023,24,20
2020,4,2
2021,36,6
2023,11,7
2020,5,5
2023,69,11
2020,128,7
2023,97,3
2020,99,3
2021,3,2
2020,1,1
2022,42,7
2023,42,23
2023,41,5
