Fiscal_Year,Amount
2020,1542.87
2020,1345.02
2020,0
2020,0
2020,2237.2599999999998
2020,2769.94
2020,13631.140000000001
2020,605.4399999999999
2020,0
2020,0
2020,620
2020,0
2020,711.55
2020,758.11
2020,508.8
2020,5825.17
2020,1631.1399999999999
2020,23787862.38
2020,148.19
2020,2823.98
2020,0
2020,1628.1599999999999
2020,94.08
2020,754.4599999999999
2020,76.41000000000001
2020,30
2020,7545.45
2020,633612.63
2020,37082.59
2020,38584.18
2020,17263.03
2020,1694005.95
2020,102615.54
2020,87199.82
2020,80213.18000000001
2020,5347744.28
2020,396597.69
2020,1465.31
2020,1017.57
2020,714036.56
2020,1891.85
2020,27788.02
2020,196.58
2020,0
2020,6487.26
2020,521.8199999999999
2020,551.26
2020,3184.7599999999998
2020,6994.87
2020,183.47
2020,419632.81
2020,373826.1
2020,1416118.94
2020,38704.43
2020,13216.369999999999
2020,24309.77
2020,-3298800
2020,-41119703.25
2020,-511261.56
2020,-282
2020,0
2020,191970.09
2020,19436.43
2020,0
2020,59.97
2020,946.03
2020,2247.4100000000003
2020,4404350.94
2020,0
2020,937864.99
2020,522669.19
2020,0
2020,1565.56
2020,44860600.83
2020,900.53
2020,0
2020,51958.8
2020,-173.73
2020,2203.92
2020,86367.57
2020,30
2020,4.2
2020,1125.29
2020,5077.48
2020,1562.71
2020,927.9599999999999
2020,3872788.6
2020,317119.66
2020,1359.92
2020,2031.98
2020,36622.51
2020,651
2020,952.48
2020,726.11
2020,821
2020,151.5
2020,184438.53
2020,100285.22
2020,-476.13
2020,1477289.87
2020,1469.01
2020,0
2020,9238.89
2020,64212.75
2020,-1000
2020,181411.54
2020,20731267.830000002
2020,230520.37
2020,1430741.97
2020,51431.65
2020,15648.82
2020,28164.460000000003
2020,3331.9100000000003
2020,1774.1899999999998
2020,3923.98
2020,67947.33
2020,4.9
2020,13362.89
2020,2313
2020,0
2020,19.82
2020,731.52
2020,0
2020,3510.05
2020,465
2020,220
2020,0
2020,500
2020,1412.6499999999999
2020,929.02
2020,0
2020,69.34
2020,312.4
2020,1965.78
2020,110.44000000000001
2020,912.6800000000001
2020,30
2020,194632.99
2020,0
2020,2470180.48
2020,122.14
2020,21020.95
2020,0
2020,9523.93
2020,156232.33
2020,7833.8
2020,1000
2020,4629.18
2020,2045.42
2020,78805.95999999999
2020,5064.07
2020,851955.04
2020,30
2020,0
2020,8028.07
2020,0
2020,-495.94
2020,56289.77
2020,228367.75
2020,22222.22
2020,20.14
2020,9462.94
2020,612900.14
2020,57703.340000000004
2020,49.290000000000006
2020,20102.69
2020,2974017.8499999996
2020,188281.62
2020,1479.32
2020,688.92
2020,30702.480000000003
2020,650.01
2020,2270.7799999999997
2020,498.87
2020,0
2020,173.65
2020,310399.46
2020,89578.13
2020,90412.62000000001
2020,1439335.26
2020,3088.02
2020,3825.69
2020,29720.8
2020,262.5
2020,-1000
2020,208214.77000000002
2020,23618819.88
2020,339798.69
2020,1528295.49
2020,164172.29
2020,181.10999999999999
2020,27797.02
2020,2685.86
2020,64842.32
2020,73898.36
2020,10885.15
2020,25698.67
2020,0
2020,4768.2699999999995
2020,97.94000000000001
2020,0
2020,-2069.27
2020,48480.21
2020,18107.24
2020,655.93
2020,1241.48
2020,277.37
2020,0
2020,110.64999999999999
2020,209735.29
2020,98780.45
2020,71306.55
2020,952986.38
2020,590.4499999999999
2020,7126.81
2020,7433.05
2020,43545.33
2020,-1000
2020,269296.85
2020,19688810.86
2020,192871.14
2020,1251038.3900000001
2020,42375.6
2020,2429.19
2020,34441.36
2020,319941.64999999997
2020,1471.54
2020,0
2020,21649.02
2020,60184.94
2020,0
2020,11618.640000000001
2020,6810.660000000001
2020,525.02
2020,0
2020,2370.46
2020,1241.79
2020,595.75
2020,166.2
2020,0
2020,440
2020,0
2020,165.34
2020,1107.09
2020,0
2020,9662.76
2020,622.7800000000001
2020,0
2020,3878155.77
2020,2440.05
2020,569.19
2020,766.92
2020,29.05
2020,3688.8
2020,110773.97
2020,1078.1499999999999
2020,14918.94
2020,0
2020,99673.92
2020,0
2020,0
2020,0
2020,20
2020,979.21
2020,2910.32
2020,0
2020,0
2020,7548.64
2020,157.64
2020,60
2020,4250.969999999999
2020,1103677.52
2020,11441.230000000001
2020,2898
2020,85950.63
2020,9721.6
2020,0
2020,4115.49
2020,3568.11
2020,137.93
2020,5241.71
2020,38.49
2020,0
2020,635.5
2020,8869.19
2020,6408.4
2020,11262.9
2020,1749.6899999999998
2020,88431.38
2020,207320.25
2020,427510.86
2020,38294.97
2020,140987.11000000002
2020,512.87
2020,0
2020,0
2020,2079.19
2020,30
2020,47532.96
2020,321913.3
2020,1445.1799999999998
2020,28618.85
2020,122661.84
2020,864642.09
2020,3762.03
2020,64689.54
2020,525749.43
2020,2913633.17
2020,78970.45
2020,20042.7
2020,768.03
2020,27955.45
2020,168.03
2020,186688.94999999998
2020,14887.57
2020,27439.2
2020,335.44
2020,552.11
2020,45912.78
2020,382245.92000000004
2020,300878.82
2020,0
2020,250878.99
2020,1358417.01
2020,835207.04
2020,29814.57
2020,1232.61
2020,-2475
2020,-1018700
2020,307168.82
2020,0
2020,4926959.34
2020,2126184.09
2020,1030.6399999999999
2020,3013.4500000000003
2020,45798.68
2020,798
2020,1804.2
2020,469.03
2020,974
2020,163.98000000000002
2020,282197.52
2020,121687.92
2020,70543.90999999999
2020,1287168.55
2020,213.6
2020,1237.73
2020,2946.68
2020,56229.759999999995
2020,-2000
2020,358438.29000000004
2020,30909046.03
2020,386290.82
2020,964582.87
2020,500.35
2020,1676.79
2020,20357.01
2020,4597.03
2020,1874.28
2020,0
2020,103227.22
2020,7875.51
2020,21600.109999999997
2020,0
2020,6548.83
2020,1222.1299999999999
2020,78613.20999999999
2020,0
2020,0
2020,2905.4900000000002
2020,2622.3500000000004
2020,1679.04
2020,1192.6899999999998
2020,142.58
2020,1860.58
2020,3752.15
2020,203.42000000000002
2020,121.34
2020,1872.09
2020,112803.64
2020,3990.4900000000002
2020,303686.71
2020,10583.720000000001
2020,1332506.9
2020,25605.23
2020,2760.46
2020,3760.04
2020,29103.4
2020,91.52
2020,11681.59
2020,15560.59
2020,277613.5
2020,439621.02
2020,0
2020,531.3499999999999
2020,8686.4
2020,1217914.51
2020,9364869.55
2020,36664.3
2020,222447.01
2020,0
2020,333.57
2020,24428.609999999997
2020,3345.2599999999998
2020,0
2020,33660.78999999999
2020,966.72
2020,1888.45
2020,4790.25
2020,0
2020,2020.77
2020,0
2020,38573.119999999995
2020,1322.8799999999999
2020,0
2020,22634.39
2020,429.56
2020,0
2020,0
2020,14.239999999999998
2020,3234.51
2020,1078.1699999999998
2020,8694
2020,2898
2020,44876.78
2020,10173.6
2020,2092.56
2020,8248.12
2020,175
2020,89
2020,72.86999999999999
2020,9592.57
2020,3130.21
2020,4814.79
2020,559.8399999999999
2020,127.23
2020,11521.7
2020,276.35
2020,-95048.82
2020,91397
2020,201011.68
2020,253491.61000000002
2020,3557
2020,805.8399999999999
2020,8883.230000000001
2020,30919.1
2020,128.7
2020,639.41
2020,0
2020,38586.58
2020,7569.929999999999
2020,186.88000000000002
2020,173.68
2020,18.91
2020,935.49
2020,954.74
2020,577.57
2020,6.859999999999999
2020,43477.64
2020,493844.44
2020,64801.47
2020,76988.62000000001
2020,9991.27
2020,1327672.72
2020,174593.8
2020,206826.62
2020,450.78
2020,6968455.84
2020,0
2020,20.71
2020,140.88000000000002
2020,0
2020,12755.369999999999
2020,560249.8300000001
2020,121449.68000000001
2020,8021.58
2020,0
2020,645.73
2020,12834.29
2020,558171.1
2020,12283.26
2020,62408.39
2020,2873.27
2020,-1710
2020,-678.08
2020,355.75
2020,177773.2
2020,5950249.33
2020,4147838.8299999996
2020,28580.649999999998
2020,17662.39
2020,14939.92
2020,-145.18
2020,20520.14
2020,20771.09
2020,880.15
2020,49634.68
2020,0
2020,0
2020,622.25
2020,3215.9900000000002
2020,538.66
2020,4393.67
2020,326167.06
2020,1053.1499999999999
2020,676.92
2020,348.68
2020,2558.8300000000004
2020,423.04
2020,2056.96
2020,90.23
2020,30933.35
2020,3032.23
2020,83200.27
2020,8181.18
2020,433513.07
2020,22554.52
2020,1491.82
2020,531.19
2020,401.02
2020,21845.829999999998
2020,70
2020,244.22
2020,748.73
2020,295405.9
2020,213965.74000000002
2020,82417
2020,89816.36
2020,177.88000000000002
2020,1687.54
2020,898947.38
2020,594.11
2020,11.7
2020,402.11
2020,429270.13999999996
2020,25731.12
2020,5729.1500000000005
2020,393.67
2020,6918.18
2020,412260.89
2020,174261.2
2020,11126.78
2020,877651.11
2020,0
2020,107382.29
2020,210
2020,3707.21
2020,17973.87
2020,-537.3
2020,5370.92
2020,2156.29
2020,9118.54
2020,68611.36
2020,2295.66
2020,1920.11
2020,0
2020,288451.19
2020,14388.8
2020,1502325.6
2020,36082.78
2020,60274.340000000004
2020,18366.49
2020,36127.96
2020,766.91
2020,320.83
2020,142922.06
2020,246935.31
2020,94687.25
2020,254007.19
2020,2196.16
2020,4992.21
2020,341.03
2020,-43210.4
2020,17047.08
2020,11732988.229999999
2020,351373.18
2020,18774.45
2020,4149.84
2020,19966.54
2020,490.5
2020,12047.640000000001
2020,369.17
2020,317.34000000000003
2020,22
2020,0
2020,2209.96
2020,8250.33
2020,491.18
2020,331.74
2020,100000
2020,401.47999999999996
2020,0
2020,2102.6
2020,16001
2020,857.4399999999999
2020,0
2020,522.87
2020,1078.1699999999998
2020,83915.53
2020,0
2020,5789.99
2020,54175.47
2020,0
2020,31541.77
2020,2898.57
2020,22879.88
2020,317354.03
2020,137402.84999999998
2020,0
2020,55267.53
2020,1752.1399999999999
2020,7850.59
2020,458.04
2020,11378.89
2020,5120.44
2020,43585.6
2020,27023.19
2020,512.26
2020,6428.6900000000005
2020,1542.6
2020,9531.67
2020,5873.24
2020,1533.11
2020,105.51
2020,3006.18
2020,1057.42
2020,242646.1
2020,100028.93
2020,140047.16
2020,3551.9300000000003
2020,-473.34000000000003
2020,0
2020,45.790000000000006
2020,0
2020,460.47999999999996
2020,0
2020,22.5
2020,568.8399999999999
2020,165166.84999999998
2020,849.64
2020,233.5
2020,0
2020,0
2020,0
2020,0
2020,0
2020,0
2020,11100
2020,0
2020,0
2020,25476.7
2020,54242.24
2020,2962.65
2020,33257.71
2020,1115705.95
2020,606.72
2020,2955.6
2020,2912689.44
2020,116764.45
2020,895.49
2020,697848.12
2020,4049.18
2020,1334.01
2020,549955.89
2020,8904.28
2020,10488.68
2020,3377.32
2020,0
2020,121091.9
2020,22636.86
2020,35083
2020,1829.6599999999999
2020,6661.46
2020,9137.220000000001
2020,80260.06
2020,0
2020,-3098.34
2020,4423610.54
2020,92177.83
2020,26233.62
2020,1474.6299999999999
2020,725.03
2020,10150.94
2020,0
2020,45157.25
2020,1713.6399999999999
2020,27024.960000000003
2020,0
2020,513.39
2020,1442.1599999999999
2020,882.8499999999999
2020,0
2020,2092.08
2020,3292292.53
2020,1124656.96
2020,8872.66
2020,52357.159999999996
2020,1125.28
2020,19413.129999999997
2020,804.97
2020,43077.67
2020,64599.25
2020,4723.85
2020,5179.14
2020,-1336744.97
2020,-2441069.96
2020,-635881.15
2020,-52297.71
2020,1166080.8800000001
2020,54468286.06
2020,5211808.46
2020,74941.45999999999
2020,5864703.63
2020,9650.8
2020,72155.48
2020,796.3499999999999
2020,4716.1500000000005
2020,811.71
2020,9124.06
2020,661.3599999999999
2020,103059.31
2020,9724.75
2020,325.78
2020,4748.08
2020,719.25
2020,200.98000000000002
2020,214824.22
2020,14928.4
2020,143424.72
2020,3392.42
2020,1676.6299999999999
2020,230
2020,96572.34
2020,55676.619999999995
2020,51618.850000000006
2020,702.08
2020,146706.26
2020,138805.16
2020,1580.05
2020,740394.15
2020,458603.73000000004
2020,8042.2
2020,4955.360000000001
2020,9904.369999999999
2020,6937.98
2020,12624.369999999999
2020,32692.29
2020,448
2020,21837.45
2020,20574.74
2020,5995.7699999999995
2020,116886.6
2020,1200.6
2020,99.78
2020,33773.3
2020,89675.01
2020,49953.840000000004
2020,289572.73000000004
2020,419.04
2020,8219.17
2020,1262.52
2020,12593.75
2020,8526.01
2020,817
2020,1435.46
2020,426.94
2020,119.77
2020,108.05
2020,3420.82
2020,10670.4
2020,4.08
2020,7400
2020,80833.6
2020,16963.52
2020,3627.4300000000003
2020,216922.04
2020,45437.01
2020,8174.98
2020,1151563.8900000001
2020,127435.1
2020,11266.27
2020,7826.7
2020,33494.86
2020,118.93
2020,0
2020,5561.1900000000005
2020,1245940.98
2020,997298.6799999999
2020,178149.69
2020,1451.32
2020,6130.72
2020,1467.73
2020,-245570.64
2020,182875.74000000002
2020,8810948.49
2020,1246405.85
2020,68682.48
2020,26800.14
2020,0
2020,1025.03
2020,10.5
2020,0
2020,0
2020,67335.23999999999
2020,239045.59
2020,3276.7599999999998
2020,51514.2
2020,13349.630000000001
2020,1449.27
2020,0
2020,1506.81
2020,0
2020,0
2020,5066.79
2020,12333.449999999999
2020,597.24
2020,0
2020,326.19
2020,0
2020,1631.33
2020,0
2020,905.3599999999999
2020,23879.59
2020,64048.99
2020,333685.62
2020,52089.36
2020,45319.04
2020,2868.3900000000003
2020,1725.85
2020,18473
2020,18032.95
2020,14467.16
2020,11394.75
2020,6882.73
2020,8169.7699999999995
2020,51807.93
2020,-19415.920000000002
2020,-1
2020,2662863.4099999997
2020,4110.57
2020,14263.1
2020,8222.9
2020,5332.1900000000005
2020,2452.42
2020,61202.02
2020,196867.06
2020,1180.58
2020,7247.63
2020,1062
2020,407.96
2020,150
2020,927.19
2020,1402.73
2020,4509.860000000001
2020,1078.1499999999999
2020,91.48
2020,80067.59
2020,2898
2020,144894.84999999998
2020,1876.1
2020,-420
2020,1994000
2020,377229.78
2020,-3187460.8299999996
2020,14736.630000000001
2020,180100
2020,0
2020,4418.13
2020,0
2020,0
2020,0
2020,2543585.4299999997
2020,18411.69
2020,2414.12
2020,54791.4
2020,49763.71
2020,0
2020,0
2020,525
2020,0
2020,14036.05
2020,0
2020,402.1
2020,2075.8500000000004
2020,2124.06
2020,3307.2
2020,2575.9
2020,4.08
2020,37427.52
2020,27653.280000000002
2020,640736.21
2020,424800
2020,1196781
2020,345669
2020,189087
2020,237739.63
2020,17000
2020,102400
2020,606071
2020,544500
2020,98799.20999999999
2020,125923.23
2020,19889
2020,0
2020,323411.14999999997
2020,2396.05
2020,126584.4
2020,-490443.55
2020,-544500
2020,625371.73
2020,54476.41
2020,1018700
2020,64000
2020,231359.94999999998
2020,1604300
2020,0
2020,-36000
2020,4531.74
2020,16244.68
2020,4169.01
2020,8768.83
2020,94700
2020,20.35
2020,2763.68
2020,9900539.41
2020,544500
2020,190592.38999999998
2020,4850.88
2020,15876.740000000002
2020,62389
2020,3234.4300000000003
2020,73051.13
2020,0
2020,1078.1699999999998
2020,0
2020,176698.91
2020,7932.73
2020,1417.84
2020,0
2020,13.5
2020,0
2020,0
2020,0
2020,30
2020,2156.32
2020,1078.1699999999998
2020,5796
2020,2898
2020,31810.16
2020,11459.240000000002
2020,2676.9
2020,750.9499999999999
2020,20
2020,1208.48
2020,19.34
2020,979.89
2020,1074.21
2020,153857.94
2020,100028.93
2020,85230.05
2020,135224.44
2020,18.23
2020,7879.7
2020,2220.9100000000003
2020,5.09
2020,3689.1
2020,763.88
2020,0
2020,1168.72
2020,28.37
2020,1623.1
2020,30
2020,8394.93
2020,2243.03
2020,22051.59
2020,5152.87
2020,113569.98999999999
2020,3674.21
2020,1407.87
2020,6003.6500000000005
2020,0
2020,183
2020,1241.47
2020,3149.4
2020,31881.29
2020,9.450000000000001
2020,143314.59
2020,8694
2020,13109.31
2020,5369.6500000000005
2020,33400.57
2020,471954.11
2020,2898
2020,14041.68
2020,172.95000000000002
2020,8927.849999999999
2020,2268.05
2020,334818.29000000004
2020,75554.29
2020,839.73
2020,202818.66
2020,2293.22
2020,994138.62
2020,5361.85
2020,16368.28
2020,3935.46
2020,16683.97
2020,0
2020,2635.58
2020,36970.94
2020,2459.9
2020,7281.1900000000005
2020,42490.13
2020,58474.1
2020,295787.27
2020,527211.61
2020,249.73999999999998
2020,1673.27
2020,1804.47
2020,284857.6
2020,7589025.609999999
2020,47780.189999999995
2020,4252.09
2020,16271.65
2020,3464.63
2020,73532.14
2020,0
2020,31758.91
2020,1710.77
2020,3184.06
2020,351.2
2020,4123.14
2020,0
2020,20.35
2020,148446.52
2020,72148.13
2020,2500
2020,4752.1500000000005
2020,49966.89
2020,40372.43
2020,63635.41
2020,1454091.44
2020,4815.929999999999
2020,28623.829999999998
2020,10191.06
2020,143255.96
2020,0
2020,2820.63
2020,-306.26
2020,19269.72
2020,83457.28
2020,188562.15
2020,133.41
2020,0
2020,0
2020,273.13
2020,1062.7
2020,23514.73
2020,204526.59
2020,88394.37000000001
2020,-135928.04
2020,24050
2020,0
2020,387000.16
2020,485150.54
2020,13270363.7
2020,0
2020,11040.98
2020,0
2020,65879.8
2020,1098.12
2020,192300.91999999998
2020,0
2020,3647.79
2020,117793.37000000001
2020,0
2020,8125.52
2020,731.8199999999999
2020,25.22
2020,0
2020,30
2020,1078.1599999999999
2020,30873.440000000002
2020,723.2900000000001
2020,1208.91
2020,33866.99
2020,1540.77
2020,4413.34
2020,1661.43
2020,0
2020,48.7
2020,94.73
2020,26.110000000000003
2020,8255.46
2020,1006.2700000000001
2020,6322.929999999999
2020,4482.969999999999
2020,3711.01
2020,0
2020,91397
2020,207320.25
2020,349012.3
2020,8156.22
2020,5.6
2020,328
2020,603.8499999999999
2020,626.97
2020,0
2020,553.58
2020,0
2020,302.38
2020,1412.44
2020,173.48000000000002
2020,92245.57
2020,2156.3
2020,248124.14
2020,5796
2020,1266645.72
2020,13877.359999999999
2020,264868.36
2020,3084.73
2020,2625.86
2020,670.59
2020,8638.17
2020,385.14000000000004
2020,276.38
2020,129825.93999999999
2020,37206.08
2020,6978.33
2020,25861.57
2020,150552.06
2020,100.64999999999999
2020,2101.79
2020,8942.96
2020,46076.119999999995
2020,4312.72
2020,123879.61
2020,11592
2020,608240.5
2020,32028.72
2020,0
2020,961.58
2020,71.82
2020,93206.12000000001
2020,4971.72
2020,171.28
2020,1031.6599999999999
2020,8760.2
2020,2391.36
2020,86.36999999999999
2020,9453.1
2020,5646.55
2020,8456.369999999999
2020,192466.47
2020,1802.9
2020,6699.83
2020,5312.78
2020,4907581.54
2020,2789.08
2020,108546.89
2020,29685.129999999997
2020,252.83
2020,6291.06
2020,615599.8
2020,85245.47
2020,365730.8
2020,74203.85
2020,5406.54
2020,5583.22
2020,4161.04
2020,20005
2020,23600.52
2020,0
2020,7987.4
2020,57597.219999999994
2020,208938.47
2020,50148.01
2020,1039.2
2020,167589.93
2020,199556.9
2020,300003.05
2020,10049.82
2020,38378.87
2020,32282.53
2020,4788.4
2020,802.7900000000001
2020,-265.46999999999997
2020,-21054.14
2020,-68942.4
2020,65545.76
2020,4950768.33
2020,795933.38
2020,129234.19
2020,18452.22
2020,771.09
2020,9226.17
2020,0
2020,3346.54
2020,2711.48
2020,4454.28
2020,3154.17
2020,2153.75
2020,179.58
2020,2898
2020,82667
2020,397.45
2020,26557.79
2020,234270.55
2020,44657.2
2020,8564.740000000002
2020,0
2020,0
2020,1470.6799999999998
2020,9068.740000000002
2020,17187.27
2020,177823.25
2020,176113.1
2020,954779.2899999999
2020,976901.9500000001
2020,7688.37
2020,4848.28
2020,5730.1
2020,787.66
2020,1014.98
2020,2000
2020,2028.78
2020,13711.04
2020,2438.07
2020,0
2020,0
2020,0
2020,1506.56
2020,0
2020,2627.82
2020,0
2020,1693.7
2020,6660.46
2020,732.55
2020,0
2020,794.3299999999999
2020,1078.1599999999999
2020,170992.08
2020,73.34
2020,32042.03
2020,2898
2020,449203.7
2020,180.76
2020,72700.02
2020,16440.74
2020,1351073.48
2020,182.73999999999998
2020,19879.09
2020,54
2020,69.14999999999999
2020,1882.55
2020,51521.33
2020,131577.36
2020,182.97
2020,0
2020,0
2020,0
2020,0
2020,44011.14
2020,305059.47000000003
2020,91654.52
2020,127644.47
2020,287106.07
2020,12782482.31
2020,9575.57
2020,0
2020,2938.52
2020,29717.760000000002
2020,768.47
2020,75933.65000000001
2020,168.7
2020,114745.56
2020,2184.64
2020,1125.1599999999999
2020,382874.63999999996
2020,98239.08
2020,0
2020,0
2021,2674500
2021,20000
2021,1800
2021,252400
2021,133100
2021,-58300
2021,-224300
2021,-169600
2021,-552100
2021,447000
2021,-2438900
2021,-1736100
2021,-504700
2021,-2917900
2021,-563900
2021,12677000
2021,-2474400
2021,-121700
2021,-2660000
2021,1652900
2021,890000
2021,4157100
2021,2327800
2021,17030300
2021,-23515200
2021,-8652300
2021,540000
2021,2430300
2021,150000
2021,32000
2021,4000000
2021,930000
2021,20766000
2021,2016700
2021,12282600
2021,5000
2021,294000
2021,117300
2021,53300
2021,8800
2021,5500
2021,25600
2021,16000
2021,157600
2021,61500
2021,10400
2021,500
2021,200
2021,4400
2021,4800
2021,27717200
2021,12064800
2021,4937100
2021,3195700
2021,1149900
2021,300000
2021,598800
2021,133800
2021,193900
2021,2317400
2021,10000
2021,16988700
2021,28700
2021,62700
2021,8851600
2021,3992900
2021,173500
2021,6000
2021,641600
2021,43000
2021,75000
2021,150000
2021,346200
2021,69000
2021,32000
2021,175000
2021,759400
2021,86100
2021,475000
2021,1980200
2021,104100
2021,110600
2021,8536900
2021,4183400
2021,93900
2021,-500000
2021,-1000000
2021,-1000000
2021,-3500000
2021,389500
2021,255600
2021,965600
2021,1144300
2021,252300
2021,158700
2021,187100
2021,-3500000
2021,-1500
2021,-1938100
2021,-24667000
2021,5000
2021,100
2021,200
2021,5100
2021,1900
2021,25000
2021,500
2021,200
2021,1800
2021,45000
2021,7400
2021,20000
2021,100
2021,8200
2021,1100
2021,2200
2021,3200
2021,6400
2021,26800
2021,13300
2021,5800
2021,400
2021,100
2021,600
2021,195100
2021,138400
2021,600
2021,1700
2021,100
2021,18900
2021,600
2021,100
2021,1100
2021,100
2021,100
2021,41800
2021,4400
2021,121600
2021,12800
2021,636900
2021,26900
2021,400
2021,10400
2021,800
2021,300
2021,1300
2021,79300
2021,38100
2021,52500
2021,4200
2021,-1513000
2021,-3700000
2021,-700000
2021,-50000
2021,-15000
2021,-3000
2021,-190000
2021,-2211900
2021,-3101000
2021,-130000
2021,-403000
2021,-12500
2021,-10000000
2021,619000
2021,24667000
2021,1799100
2021,184700
2021,48000
2021,4000
2021,500
2021,100000
2021,5300
2021,45000
2021,151000
2021,50000
2021,20000
2021,12500
2021,41200
2021,803700
2021,266800
2021,7500
2021,1442700
2021,133000
2021,55000
2021,1099900
2021,215000
2021,456600
2021,50000
2021,85000
2021,651500
2021,60000
2021,5000
2021,35100
2021,15000
2021,10000
2021,107000
2021,149000
2021,45800
2021,423000
2021,70200
2021,3400
2021,1200
2021,509900
2021,4498800
2021,279000
2021,16800
2021,8300
2021,1000
2021,700
2021,18900
2021,1500
2021,4800
2021,3800
2021,700
2021,200
2021,300
2021,1400
2021,10500
2021,300
2021,2200
2021,1100
2021,6400
2021,3200
2021,47200
2021,10100
2021,3200
2021,500
2021,100
2021,100
2021,2000
2021,500
2021,3200
2021,500
2021,92900
2021,210600
2021,139100
2021,7400
2021,1700
2021,100
2021,4000
2021,4000
2021,3200
2021,200
2021,200
2021,1800
2021,100
2021,5500
2021,8800
2021,16000
2021,25600
2021,37200
2021,50000
2021,700
2021,10000
2021,700
2021,4200
2021,6200
2021,100
2021,200
2021,18100
2021,50700
2021,161500
2021,7966200
2021,4635100
2021,4838500
2021,19842200
2021,1149100
2021,-2445100
2021,192100
2021,2200
2021,1100
2021,6400
2021,3200
2021,52900
2021,11400
2021,700
2021,100
2021,246600
2021,101700
2021,139100
2021,2700
2021,10600
2021,1500
2021,2800
2021,2000
2021,18500
2021,1200
2021,400
2021,3000
2021,100
2021,2200
2021,1100
2021,6400
2021,3200
2021,53400
2021,11400
2021,1800
2021,100
2021,246600
2021,101700
2021,142300
2021,2500
2021,79500
2021,121200
2021,4100
2021,1300
2021,2200
2021,300
2021,2500
2021,1500
2021,600
2021,759300
2021,631100
2021,257700
2021,100
2021,16200
2021,2400
2021,12200
2021,1300
2021,10600
2021,500
2021,100
2021,18700
2021,57500
2021,54400
2021,166100
2021,279000
2021,508900
2021,7700
2021,9100
2021,7900
2021,200
2021,1000
2021,4800
2021,4300
2021,1400
2021,1000
2021,1500
2021,348200
2021,529900
2021,1673700
2021,4247100
2021,400
2021,14200
2021,11700
2021,900
2021,600
2021,4300
2021,300
2021,6500
2021,42300
2021,66300
2021,372000
2021,274500
2021,167400
2021,730600
2021,77500
2021,186500
2021,3100
2021,3100
2021,6100
2021,1100
2021,48300
2021,11400
2021,3200
2021,800
2021,7600
2021,300
2021,1600
2021,100
2021,8000
2021,200
2021,600
2021,300
2021,8800
2021,20000
2021,25600
2021,57400
2021,107000
2021,276300
2021,10200
2021,6500
2021,15000
2021,7800
2021,1000
2021,1000
2021,1500
2021,15100
2021,42100
2021,33700
2021,17700
2021,12200
2021,3800
2021,802400
2021,884300
2021,1416800
2021,20200
2021,1000
2021,800
2021,8000
2021,804900
2021,1000
2021,10600
2021,25400
2021,362500
2021,2700
2021,31265300
2021,600
2021,348300
2021,17400
2021,300
2021,1114800
2021,73900
2021,100
2021,1800
2021,7100
2021,100
2021,1000
2021,1800
2021,46200
2021,7000
2021,4200
2021,100
2021,204600
2021,22000
2021,595200
2021,64000
2021,2511500
2021,163400
2021,40400
2021,500
2021,1600
2021,200
2021,1000
2021,700
2021,400
2021,100
2021,6900
2021,167400
2021,20538800
2021,210900
2021,1383600
2021,1100
2021,28300
2021,3200
2021,1400
2021,19800
2021,74500
2021,100
2021,7500
2021,200
2021,2400
2021,1000
2021,700
2021,300
2021,1000
2021,2800
2021,800
2021,500
2021,200
2021,200
2021,600
2021,6000
2021,7700
2021,1100
2021,200
2021,300
2021,248600
2021,30900
2021,300
2021,1300
2021,2600
2021,10200
2021,137800
2021,8600
2021,600
2021,2400
2021,900
2021,9300
2021,400
2021,300
2021,6200
2021,2100
2021,3500
2021,200
2021,500
2021,200
2021,3500
2021,200
2021,200
2021,6600
2021,1100
2021,19200
2021,3200
2021,105100
2021,10100
2021,25400
2021,1800
2021,200
2021,100
2021,200
2021,92900
2021,210600
2021,608600
2021,1500
2021,100
2021,300
2021,2000
2021,723200
2021,1300
2021,25000
2021,2000
2021,400
2021,2900
2021,20000
2021,800
2021,550400
2021,600
2021,18500
2021,1200
2021,200
2021,3000
2021,100
2021,167200
2021,8800
2021,486400
2021,25600
2021,1936800
2021,55000
2021,200
2021,19100
2021,300
2021,800
2021,200
2021,500
2021,300
2021,400
2021,6400
2021,362500
2021,15833400
2021,271900
2021,295200
2021,18600
2021,13700
2021,42000
2021,60000
2021,100
2021,3700
2021,300
2021,1400
2021,700
2021,900
2021,500
2021,200
2021,1700
2021,1000
2021,900
2021,200
2021,600
2021,400
2021,200
2021,500
2021,5000
2021,100
2021,189200
2021,100
2021,300
2021,2400
2021,1000
2021,3300
2021,100
2021,22400
2021,89500
2021,3071600
2021,219100
2021,31500
2021,500
2021,2400
2021,500
2021,400
2021,300
2021,900
2021,600
2021,4600
2021,195100
2021,25093100
2021,433700
2021,1709800
2021,400
2021,43800
2021,3300
2021,83700
2021,88000
2021,5000
2021,300
2021,1500
2021,500
2021,2400
2021,1800
2021,1400
2021,2300
2021,300
2021,1000
2021,200
2021,800
2021,7000
2021,100
2021,100
2021,325600
2021,20900
2021,947200
2021,60800
2021,3784900
2021,147900
2021,42300
2021,600
2021,2200
2021,34100
2021,300
2021,900
2021,2102200
2021,500
2021,500
2021,500
2021,1000
2021,7000
2021,200
2021,100
2021,1000
